Title,Genre,Year,Rating,Runtime,Critic Score,Box Office
Sarah Landon and the Paranormal Hour,Horror,2007,PG,81,0,0.8
The Assassination of Jesse James by the Coward Robert Ford,Biography,2007,R,160,76,3.8
The Assassination of Jesse James by the Coward Robert Ford,Crime,2007,R,160,76,3.8
The Assassination of Jesse James by the Coward Robert Ford,Drama,2007,R,160,76,3.8
The Comebacks,Sport,2007,PG-13,84,9,13.3
The Comebacks,Comedy,2007,PG-13,84,9,13.3
The Ten Commandments,Family,2007,PG,88,14,0.8
The Ten Commandments,Animation,2007,PG,88,14,0.8
Things We Lost in the Fire,Drama,2007,R,118,65,3.2
Paranoid Park,Crime,2007,R,85,76,0.2
Paranoid Park,Mystery,2007,R,85,76,0.2
Paranoid Park,Drama,2007,R,85,76,0.2
Dan in Real Life,Comedy,2007,PG-13,98,64,47.6
Dan in Real Life,Drama,2007,PG-13,98,64,47.6
Saw IV,Mystery,2007,R,93,17,63.3
Saw IV,Horror,2007,R,93,17,63.3
The Darjeeling Limited,Drama,2007,R,91,68,11.7
The Darjeeling Limited,Comedy,2007,R,91,68,11.7
The Darjeeling Limited,Adventure,2007,R,91,68,11.7
Youth Without Youth,Drama,2007,R,124,30,0.1
Youth Without Youth,Fantasy,2007,R,124,30,0.1
Youth Without Youth,History,2007,R,124,30,0.1
American Gangster,Biography,2007,R,157,80,130.1
American Gangster,Drama,2007,R,157,80,130.1
American Gangster,Crime,2007,R,157,80,130.1
Bee Movie,Animation,2007,PG,91,51,126.6
Bee Movie,Adventure,2007,PG,91,51,126.6
Bee Movie,Comedy,2007,PG,91,51,126.6
Darfur Now,Documentary,2007,PG,98,73,0.0639
In the Shadow of the Moon,History,2007,PG,100,95,0.9
In the Shadow of the Moon,Documentary,2007,PG,100,95,0.9
Lars and the Real Girl,Drama,2007,PG-13,106,81,5.8
Lars and the Real Girl,Comedy,2007,PG-13,106,81,5.8
Martian Child,Drama,2007,PG,106,33,7.5
Martian Child,Family,2007,PG,106,33,7.5
Martian Child,Comedy,2007,PG,106,33,7.5
Fred Claus,Fantasy,2007,PG,116,21,72
Fred Claus,Family,2007,PG,116,21,72
Fred Claus,Comedy,2007,PG,116,21,72
Lions for Lambs,Drama,2007,R,92,27,15
Lions for Lambs,Thriller,2007,R,92,27,15
Lions for Lambs,War,2007,R,92,27,15
P2,Thriller,2007,R,98,35,4
P2,Horror,2007,R,98,35,4
Beowulf,Action,2007,PG-13,115,71,82.2
Beowulf,Animation,2007,PG-13,115,71,82.2
Beowulf,Adventure,2007,PG-13,115,71,82.2
Love in the Time of Cholera,Drama,2007,R,139,26,4.6
Mr. Magorium's Wonder Emporium,Family,2007,G,93,37,31.9
Mr. Magorium's Wonder Emporium,Comedy,2007,G,93,37,31.9
Mr. Magorium's Wonder Emporium,Fantasy,2007,G,93,37,31.9
Redacted,Drama,2007,R,90,45,0.0256
Redacted,War,2007,R,90,45,0.0256
Redacted,Crime,2007,R,90,45,0.0256
What Would Jesus Buy?,Comedy,2007,PG,91,57,0.1
What Would Jesus Buy?,Documentary,2007,PG,91,57,0.1
August Rush,Music,2007,PG,114,37,31.5
August Rush,Drama,2007,PG,114,37,31.5
Enchanted,Comedy,2007,PG,107,93,127.7
Enchanted,Fantasy,2007,PG,107,93,127.7
Enchanted,Family,2007,PG,107,93,127.7
No Country for Old Men,Drama,2007,R,122,93,74.2
No Country for Old Men,Crime,2007,R,122,93,74.2
No Country for Old Men,Thriller,2007,R,122,93,74.2
The Mist,Sci-Fi,2007,R,126,73,25.5
The Mist,Thriller,2007,R,126,73,25.5
The Mist,Horror,2007,R,126,73,25.5
This Christmas,Comedy,2007,PG-13,117,56,49.1
This Christmas,Drama,2007,PG-13,117,56,49.1
Sleuth,Thriller,2007,R,86,36,0.2
Sleuth,Drama,2007,R,86,36,0.2
Sleuth,Mystery,2007,R,86,36,0.2
Awake,Crime,2007,R,84,23,14.3
Awake,Mystery,2007,R,84,23,14.3
Awake,Thriller,2007,R,84,23,14.3
Before the Devil Knows You're Dead,Drama,2007,R,117,88,7
Before the Devil Knows You're Dead,Thriller,2007,R,117,88,7
Before the Devil Knows You're Dead,Crime,2007,R,117,88,7
I'm Not There.,Biography,2007,R,135,76,3.7
I'm Not There.,Music,2007,R,135,76,3.7
I'm Not There.,Drama,2007,R,135,76,3.7
Noëlle,Drama,2007,PG,90,57,0.2
The Golden Compass,Adventure,2007,PG-13,113,42,70.1
The Golden Compass,Fantasy,2007,PG-13,113,42,70.1
The Golden Compass,Family,2007,PG-13,113,42,70.1
The Perfect Holiday,Comedy,2007,PG,96,16,5.8
The Perfect Holiday,Family,2007,PG,96,16,5.8
The Perfect Holiday,Fantasy,2007,PG,96,16,5.8
Alvin and the Chipmunks,Family,2007,PG,92,27,217.2
Alvin and the Chipmunks,Animation,2007,PG,92,27,217.2
Alvin and the Chipmunks,Comedy,2007,PG,92,27,217.2
I Am Legend,Drama,2007,PG-13,101,70,256.3
I Am Legend,Sci-Fi,2007,PG-13,101,70,256.3
I Am Legend,Thriller,2007,PG-13,101,70,256.3
Margot at the Wedding,Drama,2007,R,91,52,1.9
Margot at the Wedding,Comedy,2007,R,91,52,1.9
Charlie Wilson's War,Biography,2007,R,102,82,66.6
Charlie Wilson's War,Comedy,2007,R,102,82,66.6
Charlie Wilson's War,Drama,2007,R,102,82,66.6
National Treasure: Book of Secrets,Mystery,2007,PG,124,35,219.9
National Treasure: Book of Secrets,Action,2007,PG,124,35,219.9
National Treasure: Book of Secrets,Adventure,2007,PG,124,35,219.9
Sweeney Todd: The Demon Barber of Fleet Street,Horror,2007,R,116,86,52.8
Sweeney Todd: The Demon Barber of Fleet Street,Music,2007,R,116,86,52.8
Sweeney Todd: The Demon Barber of Fleet Street,Drama,2007,R,116,86,52.8
Sweeney Todd: The Demon Barber of Fleet Street,Musical,2007,R,116,86,52.8
Walk Hard: The Dewey Cox Story,Music,2007,R,96,74,18.3
Walk Hard: The Dewey Cox Story,Comedy,2007,R,96,74,18.3
Aliens vs. Predator: Requiem,Horror,2007,R,94,12,41.7
Aliens vs. Predator: Requiem,Action,2007,R,94,12,41.7
Aliens vs. Predator: Requiem,Sci-Fi,2007,R,94,12,41.7
Juno,Comedy,2007,PG-13,96,94,143.4
Juno,Drama,2007,PG-13,96,94,143.4
Atonement,Drama,2007,R,123,83,50.8
Atonement,Mystery,2007,R,123,83,50.8
In the Name of the King: A Dungeon Siege Tale,Drama,2007,PG-13,127,4,4.5
In the Name of the King: A Dungeon Siege Tale,Adventure,2007,PG-13,127,4,4.5
In the Name of the King: A Dungeon Siege Tale,Action,2007,PG-13,127,4,4.5
The Bucket List,Adventure,2007,PG-13,97,41,93.5
The Bucket List,Comedy,2007,PG-13,97,41,93.5
The Bucket List,Drama,2007,PG-13,97,41,93.5
The Kite Runner,Drama,2007,PG-13,128,66,15.7
Cassandra's Dream,Crime,2007,PG-13,108,46,0.9
Cassandra's Dream,Drama,2007,PG-13,108,46,0.9
How She Move,Drama,2007,PG-13,94,66,7
There Will Be Blood,Drama,2007,R,158,91,40.1
The Diving Bell and the Butterfly,Biography,2007,PG-13,112,94,5.9
The Diving Bell and the Butterfly,Drama,2007,PG-13,112,94,5.9
The Savages,Drama,2007,R,113,89,6.4
The Savages,Comedy,2007,R,113,89,6.4
Charlie Bartlett,Drama,2007,R,97,56,3.7
Charlie Bartlett,Comedy,2007,R,97,56,3.7
Diary of the Dead,Horror,2007,R,95,62,0.7
Persepolis,Biography,2007,PG-13,96,96,4.3
Persepolis,Animation,2007,PG-13,96,96,4.3
Persepolis,Drama,2007,PG-13,96,96,4.3
U2 3D,Documentary,2007,G,85,93,10.4
U2 3D,Music,2007,G,85,93,10.4
The King of Kong: A Fistful of Quarters,Documentary,2007,PG-13,79,97,0.5
The King of Kong: A Fistful of Quarters,Biography,2007,PG-13,79,97,0.5
The King of Kong: A Fistful of Quarters,Sport,2007,PG-13,79,97,0.5
The Band's Visit,Drama,2007,PG-13,87,98,3
The Band's Visit,Music,2007,PG-13,87,98,3
The Band's Visit,Comedy,2007,PG-13,87,98,3
Married Life,Crime,2007,PG-13,91,55,1.2
Married Life,Drama,2007,PG-13,91,55,1.2
"Run, Fatboy, Run",Sport,2007,PG-13,100,48,5.9
"Run, Fatboy, Run",Comedy,2007,PG-13,100,48,5.9
Teeth,Thriller,2007,R,94,79,0.2
Teeth,Horror,2007,R,94,79,0.2
Teeth,Comedy,2007,R,94,79,0.2
Funny Games,Thriller,2007,R,111,52,1
Funny Games,Crime,2007,R,111,52,1
Funny Games,Drama,2007,R,111,52,1
Under the Same Moon,Drama,2007,PG-13,106,73,12.5
88 Minutes,Crime,2007,R,108,5,16.9
88 Minutes,Mystery,2007,R,108,5,16.9
88 Minutes,Drama,2007,R,108,5,16.9
Surfwise,Documentary,2007,R,93,98,0.2
Surfwise,Sport,2007,R,93,98,0.2
Then She Found Me,Comedy,2007,R,100,50,3.7
Then She Found Me,Drama,2007,R,100,50,3.7
The Visitor,Drama,2007,PG-13,104,89,9.2
Trumbo,Biography,2007,PG-13,96,82,0.0281
Trumbo,Documentary,2007,PG-13,96,82,0.0281
Broken English,Drama,2007,PG-13,93,64,0.8
Broken English,Comedy,2007,PG-13,93,64,0.8
Encounters at the End of the World,Documentary,2007,G,99,94,0.7
The Ten,Comedy,2007,R,96,37,0.5
The Life Before Her Eyes,Mystery,2007,R,90,24,0.2
The Life Before Her Eyes,Thriller,2007,R,90,24,0.2
The Life Before Her Eyes,Drama,2007,R,90,24,0.2
Snow Angels,Drama,2007,R,107,68,0.3
Towelhead,Drama,2007,R,124,49,0.3
Tortilla Heaven,Comedy,2007,PG-13,98,25,0.0735
Nobel Son,Drama,2007,R,110,25,0.3
Nobel Son,Comedy,2007,R,110,25,0.3
Nobel Son,Crime,2007,R,110,25,0.3
Everybody Wants to Be Italian,Comedy,2007,R,105,9,0.3
Earth,Documentary,2007,G,90,87,32
Battle for Terra,Action,2007,PG,85,48,1.6
Battle for Terra,Animation,2007,PG,85,48,1.6
Battle for Terra,Adventure,2007,PG,85,48,1.6
Brooklyn Rules,Crime,2007,R,99,45,0.2
Brooklyn Rules,Drama,2007,R,99,45,0.2
Paranormal Activity,Horror,2007,R,86,83,107.9
Paranormal Activity,Mystery,2007,R,86,83,107.9
One Missed Call,Mystery,2008,PG-13,87,0,26.8
One Missed Call,Horror,2008,PG-13,87,0,26.8
The Pirates Who Don't Do Anything: A VeggieTales Movie,Animation,2008,G,85,39,12.7
The Pirates Who Don't Do Anything: A VeggieTales Movie,Adventure,2008,G,85,39,12.7
The Pirates Who Don't Do Anything: A VeggieTales Movie,Comedy,2008,G,85,39,12.7
27 Dresses,Comedy,2008,PG-13,111,41,76.8
Cloverfield,Sci-Fi,2008,PG-13,85,77,80
Cloverfield,Adventure,2008,PG-13,85,77,80
Cloverfield,Thriller,2008,PG-13,85,77,80
Mad Money,Crime,2008,PG-13,104,22,20.5
Mad Money,Comedy,2008,PG-13,104,22,20.5
Mad Money,Thriller,2008,PG-13,104,22,20.5
Bigger Stronger Faster*,Documentary,2008,PG-13,105,96,0.2
Bigger Stronger Faster*,Sport,2008,PG-13,105,96,0.2
The Mysteries of Pittsburgh,Drama,2008,R,95,12,0.0328
The Mysteries of Pittsburgh,Comedy,2008,R,95,12,0.0328
The Mysteries of Pittsburgh,Adventure,2008,R,95,12,0.0328
Meet the Spartans,Comedy,2008,PG-13,86,2,38.2
Rambo,Action,2008,R,92,37,42.7
Rambo,Thriller,2008,R,92,37,42.7
Rambo,War,2008,R,92,37,42.7
Untraceable,Thriller,2008,R,101,16,28.7
Untraceable,Crime,2008,R,101,16,28.7
Untraceable,Drama,2008,R,101,16,28.7
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Documentary,2008,G,74,72,65.1
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Music,2008,G,74,72,65.1
Over Her Dead Body,Comedy,2008,PG-13,95,15,7.5
Over Her Dead Body,Fantasy,2008,PG-13,95,15,7.5
Strange Wilderness,Comedy,2008,R,87,2,6.5
The Eye,Horror,2008,PG-13,98,22,31.4
The Eye,Thriller,2008,PG-13,98,22,31.4
The Eye,Drama,2008,PG-13,98,22,31.4
Fool's Gold,Action,2008,PG-13,112,11,70.2
Fool's Gold,Adventure,2008,PG-13,112,11,70.2
Fool's Gold,Comedy,2008,PG-13,112,11,70.2
"Welcome Home, Roscoe Jenkins",Comedy,2008,PG-13,114,22,42.2
"Definitely, Maybe",Drama,2008,PG-13,112,71,32
"Definitely, Maybe",Comedy,2008,PG-13,112,71,32
Jumper,Action,2008,PG-13,88,16,80.1
Jumper,Adventure,2008,PG-13,88,16,80.1
Jumper,Sci-Fi,2008,PG-13,88,16,80.1
Step Up 2: The Streets,Music,2008,PG-13,98,27,58
Step Up 2: The Streets,Drama,2008,PG-13,98,27,58
Step Up 2: The Streets,Musical,2008,PG-13,98,27,58
The Spiderwick Chronicles,Adventure,2008,PG,96,80,71.1
The Spiderwick Chronicles,Fantasy,2008,PG,96,80,71.1
The Spiderwick Chronicles,Family,2008,PG,96,80,71.1
Be Kind Rewind,Drama,2008,PG-13,102,66,11
Be Kind Rewind,Comedy,2008,PG-13,102,66,11
Vantage Point,Crime,2008,PG-13,90,35,72.3
Vantage Point,Action,2008,PG-13,90,35,72.3
Vantage Point,Drama,2008,PG-13,90,35,72.3
Witless Protection,Comedy,2008,PG-13,97,4,4.1
Witless Protection,Crime,2008,PG-13,97,4,4.1
In Bruges,Comedy,2008,R,107,84,7.6
In Bruges,Drama,2008,R,107,84,7.6
In Bruges,Crime,2008,R,107,84,7.6
Semi-Pro,Comedy,2008,R,91,21,33.4
Semi-Pro,Sport,2008,R,91,21,33.4
The Other Boleyn Girl,Drama,2008,PG-13,115,42,26.8
The Other Boleyn Girl,History,2008,PG-13,115,42,26.8
The Other Boleyn Girl,Biography,2008,PG-13,115,42,26.8
"10,000 BC",Adventure,2008,PG-13,109,8,94.8
"10,000 BC",Drama,2008,PG-13,109,8,94.8
"10,000 BC",Action,2008,PG-13,109,8,94.8
College Road Trip,Adventure,2008,G,83,13,45.6
College Road Trip,Comedy,2008,G,83,13,45.6
College Road Trip,Drama,2008,G,83,13,45.6
Miss Pettigrew Lives for a Day,Comedy,2008,PG-13,92,77,12.3
The Bank Job,Crime,2008,R,111,79,30
The Bank Job,Thriller,2008,R,111,79,30
The Bank Job,Drama,2008,R,111,79,30
Doomsday,Thriller,2008,R,105,50,11
Doomsday,Action,2008,R,105,50,11
Doomsday,Sci-Fi,2008,R,105,50,11
Horton Hears a Who!,Adventure,2008,G,86,79,154.4
Horton Hears a Who!,Comedy,2008,G,86,79,154.4
Horton Hears a Who!,Animation,2008,G,86,79,154.4
Never Back Down,Sport,2008,PG-13,110,22,24.8
Never Back Down,Action,2008,PG-13,110,22,24.8
Never Back Down,Drama,2008,PG-13,110,22,24.8
Drillbit Taylor,Comedy,2008,PG-13,110,25,32.9
Drillbit Taylor,Drama,2008,PG-13,110,25,32.9
Meet the Browns,Drama,2008,PG-13,100,32,41.9
Meet the Browns,Comedy,2008,PG-13,100,32,41.9
Shutter,Mystery,2008,PG-13,85,7,25.9
Shutter,Thriller,2008,PG-13,85,7,25.9
Shutter,Horror,2008,PG-13,85,7,25.9
21,Biography,2008,PG-13,123,36,81.2
21,Crime,2008,PG-13,123,36,81.2
21,Drama,2008,PG-13,123,36,81.2
Stop-Loss,War,2008,R,112,65,10.8
Stop-Loss,Drama,2008,R,112,65,10.8
Superhero Movie,Sci-Fi,2008,PG-13,75,16,25.8
Superhero Movie,Comedy,2008,PG-13,75,16,25.8
Superhero Movie,Action,2008,PG-13,75,16,25.8
Leatherheads,Comedy,2008,PG-13,114,52,31.2
Leatherheads,Drama,2008,PG-13,114,52,31.2
Nim's Island,Family,2008,PG,96,51,47.9
Nim's Island,Comedy,2008,PG,96,51,47.9
Nim's Island,Adventure,2008,PG,96,51,47.9
Shine a Light,Biography,2008,PG-13,122,87,5.4
Shine a Light,Documentary,2008,PG-13,122,87,5.4
Shine a Light,Music,2008,PG-13,122,87,5.4
The Ruins,Horror,2008,R,90,48,17.4
The Ruins,Thriller,2008,R,90,48,17.4
Prom Night,Horror,2008,PG-13,88,8,43.8
Prom Night,Mystery,2008,PG-13,88,8,43.8
Smart People,Drama,2008,R,95,49,9.5
Smart People,Comedy,2008,R,95,49,9.5
Street Kings,Action,2008,R,109,36,26.4
Street Kings,Drama,2008,R,109,36,26.4
Street Kings,Crime,2008,R,109,36,26.4
Expelled: No Intelligence Allowed,Documentary,2008,PG,90,11,7.5
Forgetting Sarah Marshall,Drama,2008,R,111,85,62.9
Forgetting Sarah Marshall,Comedy,2008,R,111,85,62.9
The Forbidden Kingdom,Fantasy,2008,PG-13,104,64,51.9
The Forbidden Kingdom,Action,2008,PG-13,104,64,51.9
The Forbidden Kingdom,Adventure,2008,PG-13,104,64,51.9
Baby Mama,Comedy,2008,PG-13,99,64,60.3
Deception,Crime,2008,R,107,14,4.6
Deception,Drama,2008,R,107,14,4.6
Deception,Mystery,2008,R,107,14,4.6
Harold & Kumar Escape from Guantanamo Bay,Adventure,2008,R,104,53,38.1
Harold & Kumar Escape from Guantanamo Bay,Comedy,2008,R,104,53,38.1
Iron Man,Sci-Fi,2008,PG-13,126,94,318.3
Iron Man,Action,2008,PG-13,126,94,318.3
Iron Man,Adventure,2008,PG-13,126,94,318.3
Made of Honor,Comedy,2008,PG-13,101,14,46
Redbelt,Drama,2008,R,99,68,2.3
Redbelt,Sport,2008,R,99,68,2.3
Speed Racer,Sport,2008,PG,135,39,43.9
Speed Racer,Family,2008,PG,135,39,43.9
Speed Racer,Action,2008,PG,135,39,43.9
What Happens in Vegas,Comedy,2008,PG-13,99,27,80.2
Where in the World Is Osama Bin Laden?,War,2008,PG-13,90,38,0.3
Where in the World Is Osama Bin Laden?,Comedy,2008,PG-13,90,38,0.3
Where in the World Is Osama Bin Laden?,Documentary,2008,PG-13,90,38,0.3
The Chronicles of Narnia: Prince Caspian,Family,2008,PG,150,67,141.6
The Chronicles of Narnia: Prince Caspian,Action,2008,PG,150,67,141.6
The Chronicles of Narnia: Prince Caspian,Adventure,2008,PG,150,67,141.6
Indiana Jones and the Kingdom of the Crystal Skull,Adventure,2008,PG-13,122,78,317
Indiana Jones and the Kingdom of the Crystal Skull,Action,2008,PG-13,122,78,317
Sex and the City,Comedy,2008,R,145,49,152.6
Sex and the City,Drama,2008,R,145,49,152.6
The Strangers,Mystery,2008,R,86,45,52.5
The Strangers,Thriller,2008,R,86,45,52.5
The Strangers,Horror,2008,R,86,45,52.5
Kung Fu Panda,Action,2008,PG,92,87,215.4
Kung Fu Panda,Adventure,2008,PG,92,87,215.4
Kung Fu Panda,Animation,2008,PG,92,87,215.4
You Don't Mess with the Zohan,Action,2008,PG-13,113,38,100
You Don't Mess with the Zohan,Comedy,2008,PG-13,113,38,100
Waltz with Bashir,Biography,2008,R,90,96,2.1
Waltz with Bashir,Documentary,2008,R,90,96,2.1
Waltz with Bashir,Animation,2008,R,90,96,2.1
The Children of Huang Shi,War,2008,R,125,30,0.7
The Children of Huang Shi,Drama,2008,R,125,30,0.7
The Happening,Drama,2008,R,91,17,64.5
The Happening,Thriller,2008,R,91,17,64.5
The Happening,Sci-Fi,2008,R,91,17,64.5
The Incredible Hulk,Action,2008,PG-13,112,67,134.5
The Incredible Hulk,Adventure,2008,PG-13,112,67,134.5
The Incredible Hulk,Sci-Fi,2008,PG-13,112,67,134.5
The Promotion,Comedy,2008,R,86,53,0.4
"War, Inc.",Action,2008,R,107,30,0.5
"War, Inc.",Comedy,2008,R,107,30,0.5
"War, Inc.",Thriller,2008,R,107,30,0.5
Get Smart,Comedy,2008,PG-13,110,51,130.2
Get Smart,Action,2008,PG-13,110,51,130.2
Get Smart,Adventure,2008,PG-13,110,51,130.2
The Love Guru,Comedy,2008,PG-13,87,14,32.2
The Love Guru,Sport,2008,PG-13,87,14,32.2
WALL·E,Adventure,2008,G,98,96,223.7
WALL·E,Family,2008,G,98,96,223.7
WALL·E,Animation,2008,G,98,96,223.7
Wanted,Action,2008,R,110,72,134.3
Wanted,Crime,2008,R,110,72,134.3
Wanted,Fantasy,2008,R,110,72,134.3
Hancock,Fantasy,2008,PG-13,92,41,227.9
Hancock,Action,2008,PG-13,92,41,227.9
Kit Kittredge: An American Girl,Drama,2008,G,101,79,17.5
Kit Kittredge: An American Girl,Family,2008,G,101,79,17.5
CSNY/Déjà Vu,Music,2008,R,96,68,0.0329
CSNY/Déjà Vu,Documentary,2008,R,96,68,0.0329
Hellboy II: The Golden Army,Action,2008,PG-13,120,86,75.8
Hellboy II: The Golden Army,Adventure,2008,PG-13,120,86,75.8
Hellboy II: The Golden Army,Fantasy,2008,PG-13,120,86,75.8
Journey to the Center of the Earth,Adventure,2008,PG,93,61,101.7
Journey to the Center of the Earth,Action,2008,PG,93,61,101.7
Journey to the Center of the Earth,Family,2008,PG,93,61,101.7
Meet Dave,Family,2008,PG,90,20,11.6
Meet Dave,Adventure,2008,PG,90,20,11.6
Meet Dave,Comedy,2008,PG,90,20,11.6
Outlander,Adventure,2008,R,115,37,0.0596
Outlander,Action,2008,R,115,37,0.0596
Outlander,Sci-Fi,2008,R,115,37,0.0596
Fireflies in the Garden,Drama,2008,R,120,20,0.0369
Gonzo: The Life and Work of Dr. Hunter S. Thompson,Music,2008,R,120,86,1
Gonzo: The Life and Work of Dr. Hunter S. Thompson,Biography,2008,R,120,86,1
Gonzo: The Life and Work of Dr. Hunter S. Thompson,Documentary,2008,R,120,86,1
Mamma Mia!,Comedy,2008,PG-13,108,54,143.7
Mamma Mia!,Musical,2008,PG-13,108,54,143.7
Mamma Mia!,Music,2008,PG-13,108,54,143.7
Space Chimps,Comedy,2008,G,81,34,29.9
Space Chimps,Adventure,2008,G,81,34,29.9
Space Chimps,Animation,2008,G,81,34,29.9
The Dark Knight,Action,2008,PG-13,152,94,533.3
The Dark Knight,Crime,2008,PG-13,152,94,533.3
The Dark Knight,Drama,2008,PG-13,152,94,533.3
Step Brothers,Comedy,2008,R,98,55,100.5
The X Files: I Want to Believe,Drama,2008,PG-13,104,31,20.8
The X Files: I Want to Believe,Sci-Fi,2008,PG-13,104,31,20.8
The X Files: I Want to Believe,Mystery,2008,PG-13,104,31,20.8
Swing Vote,Comedy,2008,PG-13,120,38,16.2
Swing Vote,Drama,2008,PG-13,120,38,16.2
The Mummy: Tomb of the Dragon Emperor,Action,2008,PG-13,112,13,101.6
The Mummy: Tomb of the Dragon Emperor,Adventure,2008,PG-13,112,13,101.6
The Mummy: Tomb of the Dragon Emperor,Fantasy,2008,PG-13,112,13,101.6
The Wackness,Drama,2008,R,99,69,2
The Wackness,Comedy,2008,R,99,69,2
The Sisterhood of the Traveling Pants 2,Comedy,2008,PG-13,117,65,44
The Sisterhood of the Traveling Pants 2,Drama,2008,PG-13,117,65,44
The Midnight Meat Train,Horror,2008,R,100,71,0.0344
The Midnight Meat Train,Thriller,2008,R,100,71,0.0344
Beer for My Horses,Comedy,2008,PG-13,86,0,0.6
Tropic Thunder,Comedy,2008,R,107,83,110.4
Tropic Thunder,Action,2008,R,107,83,110.4
American Teen,Documentary,2008,PG-13,95,69,0.8
Henry Poole Is Here,Drama,2008,PG,99,39,1.7
Henry Poole Is Here,Comedy,2008,PG,99,39,1.7
Mirrors,Mystery,2008,R,110,14,30.6
Mirrors,Thriller,2008,R,110,14,30.6
Mirrors,Horror,2008,R,110,14,30.6
Star Wars: The Clone Wars,Animation,2008,PG,98,18,35.1
Star Wars: The Clone Wars,Adventure,2008,PG,98,18,35.1
Star Wars: The Clone Wars,Action,2008,PG,98,18,35.1
Vicky Cristina Barcelona,Drama,2008,PG-13,96,81,23.2
The Rocker,Comedy,2008,PG-13,102,41,6.3
The Rocker,Music,2008,PG-13,102,41,6.3
Death Race,Sci-Fi,2008,R,105,43,36.1
Death Race,Action,2008,R,105,43,36.1
Death Race,Thriller,2008,R,105,43,36.1
The House Bunny,Comedy,2008,PG-13,97,42,48.2
The Longshots,Drama,2008,PG,94,41,11.4
The Longshots,Biography,2008,PG,94,41,11.4
The Longshots,Comedy,2008,PG,94,41,11.4
Hamlet 2,Music,2008,R,92,62,4.8
Hamlet 2,Comedy,2008,R,92,62,4.8
Traitor,Drama,2008,PG-13,114,64,23.5
Traitor,Action,2008,PG-13,114,64,23.5
Traitor,Crime,2008,PG-13,114,64,23.5
College,Comedy,2008,R,94,5,4.6
Disaster Movie,Comedy,2008,PG-13,87,1,14.2
Elegy,Drama,2008,R,112,75,3.5
Fly Me to the Moon 3D,Family,2008,G,84,19,13.6
Fly Me to the Moon 3D,Adventure,2008,G,84,19,13.6
Fly Me to the Moon 3D,Animation,2008,G,84,19,13.6
Man on Wire,Biography,2008,PG-13,94,100,2.6
Man on Wire,History,2008,PG-13,94,100,2.6
Man on Wire,Documentary,2008,PG-13,94,100,2.6
Bangkok Dangerous,Crime,2008,R,99,9,15.2
Bangkok Dangerous,Thriller,2008,R,99,9,15.2
Bangkok Dangerous,Action,2008,R,99,9,15.2
Bottle Shock,Drama,2008,PG-13,110,48,3.9
Bottle Shock,Comedy,2008,PG-13,110,48,3.9
Frozen River,Drama,2008,R,97,88,2.1
Frozen River,Crime,2008,R,97,88,2.1
Burn After Reading,Crime,2008,R,96,78,60.3
Burn After Reading,Comedy,2008,R,96,78,60.3
Burn After Reading,Drama,2008,R,96,78,60.3
Righteous Kill,Drama,2008,R,101,19,40
Righteous Kill,Crime,2008,R,101,19,40
Righteous Kill,Action,2008,R,101,19,40
The Family That Preys,Drama,2008,PG-13,111,51,37
The Women,Comedy,2008,PG-13,114,13,26.8
The Women,Drama,2008,PG-13,114,13,26.8
Ghost Town,Fantasy,2008,PG-13,102,85,13.2
Ghost Town,Drama,2008,PG-13,102,85,13.2
Ghost Town,Comedy,2008,PG-13,102,85,13.2
Igor,Animation,2008,PG,87,36,19.4
Igor,Family,2008,PG,87,36,19.4
Igor,Comedy,2008,PG,87,36,19.4
Lakeview Terrace,Thriller,2008,PG-13,110,45,39.3
Lakeview Terrace,Drama,2008,PG-13,110,45,39.3
Lakeview Terrace,Crime,2008,PG-13,110,45,39.3
My Best Friend's Girl,Comedy,2008,R,101,14,19.2
Choke,Comedy,2008,R,92,54,2.8
Choke,Drama,2008,R,92,54,2.8
Eagle Eye,Thriller,2008,PG-13,118,26,101.1
Eagle Eye,Mystery,2008,PG-13,118,26,101.1
Eagle Eye,Action,2008,PG-13,118,26,101.1
Fireproof,Drama,2008,PG,122,40,33.5
Forever Strong,Sport,2008,PG-13,112,29,0.5
Forever Strong,Drama,2008,PG-13,112,29,0.5
Miracle at St. Anna,Drama,2008,R,160,34,7.8
Miracle at St. Anna,Crime,2008,R,160,34,7.8
Miracle at St. Anna,Action,2008,R,160,34,7.8
Nights in Rodanthe,Drama,2008,PG-13,97,30,41.8
The Lucky Ones,Drama,2008,R,115,37,0.2
The Lucky Ones,War,2008,R,115,37,0.2
The Lucky Ones,Comedy,2008,R,115,37,0.2
An American Carol,Fantasy,2008,PG-13,83,11,7
An American Carol,Comedy,2008,PG-13,83,11,7
Appaloosa,Crime,2008,R,115,77,20.2
Appaloosa,Western,2008,R,115,77,20.2
Appaloosa,Drama,2008,R,115,77,20.2
Beverly Hills Chihuahua,Drama,2008,PG,91,41,94.5
Beverly Hills Chihuahua,Adventure,2008,PG,91,41,94.5
Beverly Hills Chihuahua,Comedy,2008,PG,91,41,94.5
Flash of Genius,Biography,2008,PG-13,119,59,4.2
Flash of Genius,Drama,2008,PG-13,119,59,4.2
Nick and Norah's Infinite Playlist,Music,2008,PG-13,90,74,31.5
Nick and Norah's Infinite Playlist,Comedy,2008,PG-13,90,74,31.5
